Date,Open,High,Low,Close,Adj Close,Volume
2015-05-04,-0.9097115503899239,-0.9085403350415928,-0.9084469705727072,-0.9090222699157394,-0.9090222699157394,-0.7597791718910978
2015-05-05,-0.9043524391963678,-0.9059205584939024,-0.907244002235568,-0.9076809532345109,-0.9076809532345109,-0.3655599674890684
2015-05-06,-0.9063621058939513,-0.9087040710758236,-0.9078454864041375,-0.9091061022083162,-0.9091061022083162,-0.5177726236701353
2015-05-07,-0.9137308837850912,-0.907066710733517,-0.9123995808233072,-0.9055013136275146,-0.9055013136275146,0.6932729392913952
2015-05-08,-0.9053572725451594,-0.906575502630825,-0.9046662129416985,-0.9056689782126683,-0.9056689782126683,-0.6921805473969966
2015-05-11,-0.9051898003203609,-0.9041194621173652,-0.9037210235339462,-0.9039923323611327,-0.9039923323611327,-0.4016164255882337
2015-05-12,-0.9030126613979785,-0.9022364977237125,-0.9020884236478288,-0.9010582021209453,-0.9010582021209453,-0.20162751553740604
2015-05-13,-0.8988258557780128,-0.9011722135012132,-0.8997684132833461,-0.90198035733929,-0.90198035733929,-0.46878098357231285
2015-05-14,-0.9004168419135998,-0.9029733098777505,-0.9003698974519158,-0.9014773635838293,-0.9014773635838293,-1.2050445978717208
2015-05-15,-0.9009192585879956,-0.9005172693642907,-0.8995965606637549,-0.8987947302213724,-0.8987947302213724,-0.7328670482697305
2015-05-18,-0.89916080022761,-0.9002716653129447,-0.8976202555384548,-0.8988785625139492,-0.8988785625139492,-1.072712187849664
2015-05-19,-0.8984071752160162,-0.8996985891931373,-0.8975343292286593,-0.899716885439717,-0.899716885439717,-0.9798219547049444
2015-05-20,-0.8990770641152107,-0.9014178175525592,-0.9002839711421201,-0.9013096989986757,-0.9013096989986757,-0.9562666120944142
2015-05-21,-0.9014216752623916,-0.9020727616894819,-0.8996824869735506,-0.9006390406580616,-0.9006390406580616,-1.4728057590206585
2015-05-22,-0.9000818974640026,-0.9010084774669825,-0.8982217397070245,-0.8993815562694099,-0.8993815562694099,-1.3997378965002794
2015-05-26,-0.8988258557780128,-0.8991255130733301,-0.8973624766090679,-0.8995492208545635,-0.8995492208545635,-1.0306077363775246
2015-05-27,-0.8983234391036169,-0.9005172693642907,-0.8978780344678418,-0.8995492208545635,-0.8995492208545635,-1.0567964158155219
2015-05-28,-0.89916080022761,-0.8992073810904453,-0.8981358133972288,-0.8973695812475672,-0.8973695812475672,-0.9876062141180065
2015-05-29,-0.8969836613052278,-0.898634304970638,-0.8956439504131549,-0.8977049104178743,-0.8977049104178743,-0.9465145845025854
2015-06-01,-0.8967324529680298,-0.8993711171246761,-0.8967609924404983,-0.8984594010510654,-0.8984594010510654,-1.3181333926161332
2015-06-02,-0.8981559668788182,-0.9005172693642907,-0.8974484029188635,-0.8990462270991028,-0.8990462270991028,-1.425289945056911
2015-06-03,-0.8984909113284155,-0.8998623252273681,-0.8970187713698853,-0.8987108979287955,-0.8987108979287955,-1.527527077050772
2015-06-04,-0.8989095918904121,-0.900599137381406,-0.8977921081580462,-0.900471376072908,-0.900471376072908,-1.333036342793557
2015-06-05,-0.8997469530144052,-0.9003535333300601,-0.8977921081580462,-0.8986270656362189,-0.8986270656362189,-1.1685540732625335
2015-06-08,-0.8970673974176271,-0.8954414523031402,-0.8951283925543809,-0.8946031155925335,-0.8946031155925335,-0.5912456149332016
2015-06-09,-0.8944715779332483,-0.8960145284229476,-0.8929802348094896,-0.894770780177687,-0.894770780177687,-1.2874593592412413
2015-06-10,-0.896481244630832,-0.8980612288508308,-0.8961595082719288,-0.8977887427104512,-0.8977887427104512,-1.043398229539508
2015-06-11,-0.8957276196192381,-0.8978156247994848,-0.8950424662445853,-0.8973695812475672,-0.8973695812475672,-1.4515365000295777
2015-06-12,-0.8974023418672243,-0.8983068329021768,-0.8952143188641766,-0.8977887427104512,-0.8977887427104512,-1.6314715373173865
2015-06-15,-0.8976535502044223,-0.8995348531589067,-0.8976202555384548,-0.8979564072956047,-0.8979564072956047,-1.4104159326468217
2015-06-16,-0.8974023418672243,-0.8983068329021768,-0.8958158030327462,-0.8964474260292226,-0.8964474260292226,-1.468725533826451
2015-06-17,-0.8963137724060333,-0.892412335669873,-0.8941832031466288,-0.8923396436929605,-0.8923396436929605,-0.4477432267199106
2015-06-18,-0.8907871889876784,-0.892903543772565,-0.8896291087274592,-0.8915013207671927,-0.8915013207671927,-1.2378021504947183
2015-06-19,-0.8906197167628798,-0.892657939721219,-0.8895431824176635,-0.8911659915968856,-0.8911659915968856,-1.3303161926640854
2015-06-22,-0.890703452875279,-0.8923304676527578,-0.8920350454017375,-0.8926749728632675,-0.8926749728632675,-0.7231728962125712
2015-06-23,-0.8917920223364701,-0.8903656352419898,-0.8904024455156201,-0.888315693649275,-0.888315693649275,-0.9229303041247204
2015-06-24,-0.8880238972785008,-0.8907749753275664,-0.8874809509825679,-0.8896570103305036,-0.8896570103305036,-1.344987640702831
2015-06-25,-0.8883588417280981,-0.8885645388654525,-0.8866216878846113,-0.8876450353086608,-0.8876450353086608,-1.218558535217074
2015-06-26,-0.8869353278173097,-0.8897925591221826,-0.886192056335633,-0.8885671905270054,-0.8885671905270054,-0.9323061407411969
2015-06-29,-0.8908709251000776,-0.8915117874816044,-0.8891994771784809,-0.8914174884746159,-0.8914174884746159,-1.0363374143098159
2015-06-30,-0.8892799389644905,-0.8888101429167985,-0.8873090983629766,-0.887980364478968,-0.887980364478968,-1.149773462262246
2015-07-01,-0.8857630222437194,-0.8879095947285299,-0.8850750143082895,-0.8874773707235073,-0.8874773707235073,-1.435013034881405
2015-07-02,-0.8806551193873609,-0.8825063055989182,-0.8819816671556461,-0.8813576133654024,-0.8813576133654024,0.030019311977696753
2015-07-06,-0.8814087443989548,-0.8829156456844949,-0.8802631409597329,-0.881525277950556,-0.881525277950556,-0.8502675703470286
2015-07-07,-0.883585883321337,-0.886435970420454,-0.8891994771784809,-0.8881480290641215,-0.8881480290641215,-0.2763737685632037
2015-07-08,-0.8922944390108661,-0.8942953000635256,-0.892894308499694,-0.8953576062257245,-0.8953576062257245,-0.24280595845483155
2015-07-09,-0.8924619112356647,-0.893149147823911,-0.8914335612331679,-0.8937647926667657,-0.8937647926667657,-1.0782393014106113
2015-07-10,-0.890703452875279,-0.893149147823911,-0.8908320770645983,-0.8930103020335747,-0.8930103020335747,-1.287517234775911
2015-07-13,-0.890703452875279,-0.893394751875257,-0.8918631927821462,-0.8913336561820391,-0.8913336561820391,-1.1864086757081072
2015-07-14,-0.8907871889876784,-0.8915117874816044,-0.8892854034882764,-0.8894055134527732,-0.8894055134527732,-1.4910365524415847
2015-07-15,-0.8881913695032995,-0.8906931073104511,-0.88842614039032,-0.8908306624265784,-0.8908306624265784,-1.4580474976799085
2015-07-16,-0.8896148834140879,-0.8908568433446817,-0.8878246562217504,-0.8888186874047357,-0.8888186874047357,-1.575419081989872
2015-07-17,-0.8849256611197261,-0.8862722343862233,-0.8849031616886983,-0.8843755758981664,-0.8843755758981664,-0.5949785869193913
2015-07-20,-0.883585883321337,-0.8802140011196891,-0.8824112987046243,-0.8801001289767507,-0.8801001289767507,-0.602386655357101
2015-07-21,-0.8863491750305145,-0.8874183866258379,-0.8858483510964504,-0.8888186874047357,-0.8888186874047357,-0.2753320089391508
2015-07-22,-0.8912058695496748,-0.8896288230879519,-0.8891135508686853,-0.8881480290641215,-0.8881480290641215,-1.1445357263746465
2015-07-23,-0.8865166472553131,-0.8893832190366059,-0.8866216878846113,-0.8885671905270054,-0.8885671905270054,-1.3985514480395524
2015-07-24,-0.8877726889413029,-0.8887282748996832,-0.8873950246727721,-0.8895731780379268,-0.8895731780379268,-1.222233631668594
2015-07-27,-0.8905359806504803,-0.8923304676527578,-0.894870613624994,-0.8964474260292226,-0.8964474260292226,-0.6846567278899477
2015-07-28,-0.8943041057084496,-0.8918392595500657,-0.8942691294564244,-0.8899085072082339,-0.8899085072082339,-0.9156958622910196
2015-07-29,-0.8895311473016886,-0.8904475032591052,-0.88842614039032,-0.8904115009636945,-0.8904115009636945,-1.235660755711943
2015-07-30,-0.890452244538081,-0.8909387113617971,-0.88842614039032,-0.8887348551121589,-0.8887348551121589,-1.454285587926384
2015-07-31,-0.8876889528289036,-0.8896288230879519,-0.8867076141944069,-0.8891540165750429,-0.8891540165750429,-1.3998825853369534
2015-08-03,-0.8884425778404974,-0.8911024473960277,-0.8912617086135766,-0.8925911405706908,-0.8925911405706908,-1.3041275132260883
2015-08-04,-0.8919594945612688,-0.8911024473960277,-0.8905742981352114,-0.8890701842824661,-0.8890701842824661,-1.3622924255690434
2015-08-05,-0.8899498278636853,-0.8887282748996832,-0.8893713297980722,-0.8868905446754698,-0.8868905446754698,-0.2447737266335982
2015-08-06,-0.8977372863168216,-0.8974881527310234,-0.903291391984968,-0.9003037114877545,-0.9003037114877545,2.18874781738671
2015-08-07,-0.9010867308127943,-0.9036282540146732,-0.9020024973380332,-0.9023156865095971,-0.9023156865095971,-0.5749247141563725
2015-08-10,-0.9041012308591698,-0.9040375941002498,-0.903291391984968,-0.9030701771427881,-0.9030701771427881,-0.8317473992527543
2015-08-11,-0.9046873836459649,-0.906084294528133,-0.9042365813927202,-0.9052498167497843,-0.9052498167497843,-0.8088865630582595
2015-08-12,-0.9058596892195554,-0.905838690476787,-0.9051817708004724,-0.9047468229943237,-0.9047468229943237,-0.96425343587882
2015-08-13,-0.9031801336227773,-0.9021546297065973,-0.9015728657890549,-0.9023156865095971,-0.9023156865095971,-0.6861036162566878
2015-08-14,-0.8990770641152107,-0.9013359495354439,-0.9000261922127332,-0.90198035733929,-0.90198035733929,-0.7799777334907907
2015-08-17,-0.8943878418208491,-0.8965876045427549,-0.8950424662445853,-0.8953576062257245,-0.8953576062257245,0.033723346196551617
2015-08-18,-0.8944715779332483,-0.8942134320464104,-0.8933239400486722,-0.8921719791078069,-0.8921719791078069,-0.8291140624252872
2015-08-19,-0.8917082862240708,-0.8943771680806409,-0.8924646769507157,-0.895189941640571,-0.895189941640571,-1.000049454071972
2015-08-20,-0.8963975085184326,-0.8977337567823694,-0.8999402659029375,-0.9024833510947508,-0.9024833510947508,-0.6234244122095033
2015-08-21,-0.9053572725451594,-0.9036282540146732,-0.9064706654474071,-0.9089384376231627,-0.9089384376231627,-0.13599665922207146
2015-08-24,-0.9238629533854086,-0.9103414314181302,-0.9268352008689769,-0.9155611887367282,-0.9155611887367282,0.7296477128312433
2015-08-25,-0.9083717725915349,-0.9106689034865915,-0.9130010649918767,-0.9148905303961139,-0.9148905303961139,-0.7908293962413421
2015-08-26,-0.9097952865023233,-0.9122243958117827,-0.9150632964269724,-0.9122078970336571,-0.9122078970336571,-0.6068720092939955
2015-08-27,-0.908120564254337,-0.9030551778948658,-0.9062988128278158,-0.9020641896318667,-0.9020641896318667,0.17242206503226526
2015-08-28,-0.9020915641615861,-0.8994529851417913,-0.9001980448323245,-0.898962394806526,-0.898962394806526,-0.4475117245812322
2015-08-31,-0.8999981613516032,-0.8974881527310234,-0.8978780344678418,-0.8987108979287955,-0.8987108979287955,-0.6829204618498594
2015-09-01,-0.9029289252855793,-0.9024002337579433,-0.9027758341261941,-0.9044953261165934,-0.9044953261165934,-0.4645560695414315
2015-09-02,-0.9001656335764019,-0.9013359495354439,-0.9011432342400767,-0.8994653885619865,-0.8994653885619865,-0.70346627665757
2015-09-03,-0.8963975085184326,-0.8990436450562147,-0.8982217397070245,-0.9006390406580616,-0.9006390406580616,-0.8291719379599568
2015-09-04,-0.902593980835982,-0.9034645179804425,-0.9020884236478288,-0.9026510156799042,-0.9026510156799042,-0.9754812896047238
2015-09-08,-0.9002493696888011,-0.9006810053985213,-0.8987372975657983,-0.8992138916842563,-0.8992138916842563,-1.1349283876194916
2015-09-09,-0.8963975085184326,-0.8978974928166,-0.8963313608915201,-0.8987947302213724,-0.8987947302213724,-1.0618315873317776
2015-09-10,-0.8990770641152107,-0.8998623252273681,-0.8979639607776375,-0.898962394806526,-0.898962394806526,-1.2591292850204687
2015-09-11,-0.8988258557780128,-0.9001079292787141,-0.8983076660168201,-0.8980402395881815,-0.8980402395881815,-1.3627843676137352
2015-09-14,-0.8968999251928285,-0.8978974928166,-0.8955580241033592,-0.8963635937366459,-0.8963635937366459,-1.2064914862384608
2015-09-15,-0.895978827956436,-0.8977337567823694,-0.8956439504131549,-0.8961959291514924,-0.8961959291514924,-1.1941639973538345
2015-09-16,-0.8958113557316373,-0.893149147823911,-0.8936676452878548,-0.8913336561820391,-0.8913336561820391,-0.7648432811746885
2015-09-17,-0.8896986195264872,-0.8917573915329504,-0.8891994771784809,-0.8914174884746159,-0.8914174884746159,-1.0054029410289107
2015-09-18,-0.8930480640224598,-0.892657939721219,-0.8910039296841896,-0.8922558114003837,-0.8922558114003837,-0.954096279544304
2015-09-21,-0.8896986195264872,-0.8884826708483372,-0.8920350454017375,-0.890243836378541,-0.890243836378541,-0.2720041656956484
2015-09-22,-0.8924619112356647,-0.8933128838581417,-0.8919491190919417,-0.8920043145226534,-0.8920043145226534,-0.9826578559037551
2015-09-23,-0.8908709251000776,-0.893640355926603,-0.8910039296841896,-0.8920043145226534,-0.8920043145226534,-1.2904399492767262
2015-09-24,-0.8922107028984667,-0.892903543772565,-0.8917772664723504,-0.8908306624265784,-0.8908306624265784,-1.0452213088816005
2015-09-25,-0.8882751056156989,-0.8910205793789124,-0.8917772664723504,-0.8942677864222264,-0.8942677864222264,-0.9511156895088192
2015-09-28,-0.8933830084720572,-0.8948683761833328,-0.8972765502992722,-0.8990462270991028,-0.8990462270991028,-0.624784487274239
2015-09-29,-0.8972348696424257,-0.897651888765254,-0.8979639607776375,-0.9000522146100242,-0.9000522146100242,-0.9714300021778512
2015-09-30,-0.8963975085184326,-0.8988799090219841,-0.8996824869735506,-0.8990462270991028,-0.8990462270991028,-0.61653722358382
2015-10-01,-0.8989095918904121,-0.9010084774669825,-0.9026899078163984,-0.9038246677759791,-0.9038246677759791,-0.7197293018997296
2015-10-02,-0.905524744769958,-0.9014996855696745,-0.9039788024633332,-0.8995492208545635,-0.8995492208545635,-0.762846575228587
2015-10-05,-0.8981559668788182,-0.9002716653129447,-0.8986513712560027,-0.9003037114877545,-0.9003037114877545,-0.9752787252333802
2015-10-06,-0.903096397510378,-0.9040375941002498,-0.9035491709143548,-0.9029025125576345,-0.9029025125576345,-0.5309971833421405
2015-10-07,-0.904938591983163,-0.9069029746992864,-0.9073299285453637,-0.9082677792825484,-0.9082677792825484,-0.07123393592678103
2015-10-08,-0.9086229809287328,-0.9107507715037068,-0.9117980966547377,-0.9112019095227357,-0.9112019095227357,-0.2682422559421239
2015-10-09,-0.9137308837850912,-0.9141892282225507,-0.913430696540855,-0.9145552012258069,-0.9145552012258069,-0.2609499385737534
2015-10-12,-0.9125585782115008,-0.9149260403765885,-0.9152351490465638,-0.9174054991734173,-0.9174054991734173,-0.9329138338552277
2015-10-13,-0.9180014255174563,-0.9152535124450499,-0.9175551594110464,-0.9153096918589978,-0.9153096918589978,-0.5465367644009301
2015-10-14,-0.9138983560098898,-0.9160721926162031,-0.9151492227367681,-0.9166510085402264,-0.9166510085402264,-1.1447093529786552
2015-10-15,-0.9162429671570707,-0.9156628525306265,-0.9160944121445203,-0.9142198720554997,-0.9142198720554997,-1.2200054235838143
2015-10-16,-0.9125585782115008,-0.910832639520822,-0.9108529072469854,-0.9110342449375821,-0.9110342449375821,-0.7887458769932362
2015-10-19,-0.9106326476263166,-0.9105051674523608,-0.9096499389098462,-0.9103635865969679,-0.9103635865969679,-1.3173231351307586
2015-10-20,-0.9099627587271218,-0.9118969237433214,-0.9227966643085812,-0.9188306481472225,-0.9188306481472225,2.2653858769520205
2015-10-21,-0.9187550505290503,-0.9194287813179316,-0.9189299803677768,-0.9204234617061813,-0.9204234617061813,-0.8417019912159268
2015-10-22,-0.9190062588662482,-0.9189375732152397,-0.9185862751285941,-0.9195851387804136,-0.9195851387804136,-1.2255035993774268
2015-10-23,-0.9170803282810639,-0.9191013092494703,-0.9195314645363465,-0.9210102877542188,-0.9210102877542188,-0.8173942666546917
2015-10-26,-0.9190899949786475,-0.9188557051981243,-0.9182425698894116,-0.9175731637585709,-0.9175731637585709,-1.061657960727769
2015-10-27,-0.9171640643934632,-0.9182007610612017,-0.9197033171559377,-0.9203396294136046,-0.9203396294136046,-1.0246176185392204
2015-10-28,-0.9190899949786475,-0.9201655934719696,-0.9191877592971638,-0.9188306481472225,-0.9188306481472225,-1.253457482622847
2015-10-29,-0.9188387866414495,-0.920001857437739,-0.9178988646502291,-0.9195851387804136,-0.9195851387804136,-1.5207267017270931
